problem_id,plan_index,reward_type,M,q_full,reward_profile,mean_abs_error_m1_vs_m4,mean_abs_error_m1_vs_loo,min_single_reward,max_single_reward,single_reward_range
deepcoder_taco_00057,3,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00057,4,binary,4,0.25,0.0000 | 0.0000 | 0.0000 | 1.0000,0.375,0.5,0.0,1.0,1.0
deepcoder_taco_00057,5,binary,4,0.5,1.0000 | 0.0000 | 0.0000 | 1.0000,0.5,0.6666666666666667,0.0,1.0,1.0
deepcoder_taco_00057,6,binary,4,0.5,1.0000 | 0.0000 | 0.0000 | 1.0000,0.5,0.6666666666666667,0.0,1.0,1.0
deepcoder_taco_00057,7,binary,4,0.5,1.0000 | 1.0000 | 0.0000 | 0.0000,0.5,0.6666666666666667,0.0,1.0,1.0
deepcoder_taco_00845,0,binary,4,0.25,1.0000 | 0.0000 | 0.0000 | 0.0000,0.375,0.5,0.0,1.0,1.0
deepcoder_taco_00845,1,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00845,2,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00845,3,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00845,4,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00845,5,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00845,6,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00845,7,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00379,0,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00379,1,binary,4,0.5,1.0000 | 1.0000 | 0.0000 | 0.0000,0.5,0.6666666666666667,0.0,1.0,1.0
deepcoder_taco_00379,2,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
